Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Country
59.9,542.1,186.45,34.394999999999996,14.26,4.905,0.10000000000000002,0.29999999999999993,18.945000000000004,27.25,5.85,7.45,58.39000000000001,52.69499999999999,0.10000000000000002,1.5100000000000002,1.3549999999999998,BR
77.3,608.6,212.75,35.08,16.015,5.605,0.10000000000000002,0.33999999999999997,16.865000000000002,19.8,6.7,8.0,72.5,66.345,0.10000000000000002,4.8,4.254999999999999,EN
67.45,518.6,187.7,36.1,13.640000000000004,4.95,0.11000000000000003,0.33499999999999996,17.24,19.0,5.0,6.45,63.18499999999999,58.15999999999999,0.10000000000000002,4.265,4.29,SP
77.55,524.3,199.95,38.045,15.420000000000002,5.88,0.13500000000000004,0.36500000000000005,16.940000000000005,15.25,5.15,6.65,68.57,63.47499999999999,0.10500000000000002,8.98,8.925,GE
73.85,578.2,198.6,34.33,15.225000000000003,5.225,0.10000000000000002,0.325,17.310000000000002,21.15,7.95,9.9,66.79499999999999,59.205,0.10000000000000002,7.0550000000000015,6.6949999999999985,IT
