SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Country
877.6,23.096999999999998,628.01,79.63,53.56,50.24,52.38,13.78,75.41,1.9869999999999999,50.09,5.36,5.42,7.68,5.96,0.9,BR
849.33,22.355,618.4,71.65,50.47,52.64,42.68,13.49,90.94,2.394,63.51,5.8,6.45,7.6,6.02,1.56,EN
775.02,20.395,556.9,73.47,46.26,42.7,43.28,12.41,80.28,2.1129999999999995,55.82,5.44,5.67,6.43,5.58,1.34,SP
767.9888888888889,22.584444444444447,548.0111111111111,73.71111111111111,43.82222222222222,49.1,41.577777777777776,11.766666666666667,90.07777777777778,2.6500000000000004,63.28888888888889,6.222222222222222,6.155555555555556,7.4,5.944444444444445,1.0666666666666667,GE
866.16,22.796,629.45,76.16,47.78,55.02,43.99,13.76,89.78,2.365,62.3,5.53,5.99,8.19,6.49,1.28,IT
