CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Country
90.75,4.91,1.93,555.26,525.41,56.81,719.6,381.95,358.85,4.21,6.19,1.11,1845.99,560.78,560.62,50.013999999999996,BR
68.33,2.24,0.96,407.19,390.85,65.96,680.59,364.11,364.8,4.23,5.26,1.98,1980.53,591.58,591.58,50.092000000000006,EN
93.64,4.84,2.07,502.48,473.65,80.33,699.04,344.28,348.45,4.36,6.45,1.33,1918.99,597.87,597.87,50.141000000000005,SP
66.03333333333333,2.3333333333333335,1.2333333333333334,404.5,385.1777777777778,65.04444444444445,604.1222222222223,356.3666666666667,325.68888888888887,3.933333333333333,5.311111111111111,1.4777777777777779,1884.0555555555557,561.6111111111111,561.6,50.15666666666666,GE
87.27,3.95,1.92,497.05,467.01,65.19,671.52,356.3,332.27,5.18,7.18,1.58,1920.65,532.56,532.56,50.103,IT
