Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Country
588.22,358.85,282.92,238.52,66.78,267.79,638.99,41.898,371.2,377.6,121.38,256.22,381.95,970.17,722.45,7.76,BR
629.31,364.8,306.53,242.06,80.72,279.6,628.24,44.55300000000001,348.64,431.42,133.99,297.43,364.11,993.42,758.98,15.29,EN
584.96,348.45,283.53,228.6,72.83,260.14,597.6,43.51999999999999,337.46,377.16,104.35,272.81,344.28,929.24,712.27,11.34,SP
546.8444444444444,325.68888888888887,257.4111111111111,223.46666666666667,65.96666666666667,248.14444444444445,546.9,45.43666666666666,298.75555555555553,399.1222222222222,107.37777777777778,291.74444444444447,356.3666666666667,903.2111111111111,661.6,10.022222222222222,GE
571.65,332.27,274.31,224.17,73.17,255.55,573.11,44.81100000000001,317.56,403.68,128.01,275.67,356.3,927.95,681.74,11.04,IT
