Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Country
44.02,495.53,156.92,31.562,13.039900000000003,4.1292,0.07880000000000002,0.2476,19.535999999999998,25.03,4.84,6.19,48.53400000000001,43.79,0.09029999999999999,-4.514,-4.61,BR
52.61,479.1,160.84,33.428000000000004,12.608100000000002,4.232799999999999,0.09919999999999998,0.2953,17.198,16.61,4.28,5.26,52.965,48.89499999999999,0.10389999999999996,-0.355,-0.5650000000000001,EN
46.73,436.78,144.13,32.824,11.4949,3.7927000000000004,0.0952,0.287,18.025,17.6,4.91,6.44,47.851000000000006,42.867000000000004,0.10039999999999999,-1.121,-1.047,SP
52.077777777777776,438.3666666666667,151.0888888888889,34.20222222222222,12.893444444444443,4.443444444444444,0.10777777777777776,0.312,17.45888888888889,14.077777777777778,4.2,5.311111111111111,50.29111111111111,46.18333333333332,0.10699999999999998,1.7866666666666664,1.6944444444444444,GE
52.11,488.97,156.88,31.935000000000006,12.867599999999998,4.1287,0.09430000000000001,0.2916,17.955,18.64,5.76,7.18,51.22100000000001,45.708,0.0956,0.8890000000000002,0.642,IT
