Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Country
17778.23,15812.7,1908.71,574.92,28.79,140.32,719.58,742.93,199.04,78.98,86.77,1.48,14166.86,56.82,311.3,BR
19198.57,17377.82,1754.79,446.52,50.63,128.66,680.59,743.57,198.12,94.78,62.56,5.29,15200.95,65.96,349.04,EN
18086.7,16104.89,1901.48,550.87,40.08,179.18,699.04,790.41,175.71,64.81,66.79,1.61,14103.56,80.33,327.58,SP
17057.166666666668,15307.122222222222,1685.0444444444445,443.8666666666667,37.25555555555555,110.62222222222222,604.1222222222223,728.2444444444444,165.0,70.9,68.54444444444445,1.1666666666666667,13253.122222222222,65.0,334.5444444444444,GE
18575.0,16686.85,1823.02,532.15,32.37,144.88,671.52,720.56,185.92,70.79,78.23,0.54,14866.71,65.13,327.45,IT
